,index,Component,Samples,Test,Units,Score,SD
1279,1397,AMD EPYC 9754 128-Core,13.0,openfoam,Seconds (Average),416,28
1280,1398,Intel Xeon Platinum 8490H,14.0,openfoam,Seconds (Average),422,3
1281,1399,AMD EPYC 7573X 32-Core,6.0,openfoam,Seconds (Average),425,9
1282,1401,Intel Xeon Max 9468,4.0,openfoam,Seconds (Average),442,1
1283,1402,Intel Xeon Platinum 8468,3.0,openfoam,Seconds (Average),462,4
1284,1403,Intel Xeon Platinum 8471N,4.0,openfoam,Seconds (Average),464,5
1285,1404,2 x AMD EPYC 7551 32-Core,4.0,openfoam,Seconds (Average),516,11
1286,1405,2 x AMD EPYC 7313 16-Core,3.0,openfoam,Seconds (Average),523,4
1287,1406,AMD EPYC 7473X 24-Core,4.0,openfoam,Seconds (Average),532,16
1288,1407,2 x AMD EPYC 7601 32-Core,5.0,openfoam,Seconds (Average),540,4
1289,1408,Intel Xeon Platinum 8462Y+,5.0,openfoam,Seconds (Average),552,7
1290,1410,2 x Intel Xeon Platinum 8280,4.0,openfoam,Seconds (Average),596,1
1291,1412,AMD EPYC 7763 64-Core,15.0,openfoam,Seconds (Average),632,7
1292,1413,AMD EPYC 7713 64-Core,3.0,openfoam,Seconds (Average),632,1
1293,1414,AMD EPYC 7643 48-Core,6.0,openfoam,Seconds (Average),648,2
1294,1415,Intel Xeon Gold 6442Y,3.0,openfoam,Seconds (Average),656,4
1295,1416,AMD EPYC 75F3 32-Core,7.0,openfoam,Seconds (Average),663,1
1296,1417,AMD EPYC 7543 32-Core,4.0,openfoam,Seconds (Average),678,2
1297,1418,AMD EPYC 8534P 64-Core,10.0,openfoam,Seconds (Average),680,7
1298,1419,AMD EPYC 8534PN 64-Core,4.0,openfoam,Seconds (Average),687,5
1299,1420,AMD Ryzen Threadripper 9970X 32-Cores,4.0,openfoam,Seconds (Average),746,103
1300,1421,AMD EPYC 7663P 56-Core,3.0,openfoam,Seconds (Average),778,10
1301,1422,Intel Xeon Platinum 8380,5.0,openfoam,Seconds (Average),795,2
1302,1423,AMD EPYC 7532 32-Core,3.0,openfoam,Seconds (Average),833,1
1303,1425,Intel Xeon Platinum 8362,3.0,openfoam,Seconds (Average),864,1
1304,1426,2 x Intel Xeon Gold 5220R,4.0,openfoam,Seconds (Average),899,1
1305,1428,AMD RYZEN AI MAX+ 395,3.0,openfoam,Seconds (Average),1027,1027
1306,1429,2 x Intel Xeon E5-2696 v4,3.0,openfoam,Seconds (Average),1131,45
1307,1430,2 x Intel Xeon E5-2690 v4,37.0,openfoam,Seconds (Average),1281,50
1308,1431,AMD Ryzen Threadripper PRO 5965WX 24-Cores,6.0,openfoam,Seconds (Average),1290,12
1309,1432,AMD Ryzen Threadripper 3990X 64-Core,11.0,openfoam,Seconds (Average),1335,71
1310,1433,AMD Ryzen Threadripper 3970X 32-Core,5.0,openfoam,Seconds (Average),1454,7
1311,1434,Intel Core Ultra 9 285K,18.0,openfoam,Seconds (Average),1566,149
1312,1435,Intel Xeon Gold 6226R,3.0,openfoam,Seconds (Average),1606,7
1313,1436,Intel Core Ultra 5 245K,3.0,openfoam,Seconds (Average),1654,1654
1314,1437,AMD Ryzen 9 9950X3D 16-Core,8.0,openfoam,Seconds (Average),1728,33
1315,1438,Intel Core i9-13900K,14.0,openfoam,Seconds (Average),1757,29
1316,1439,Intel Core i9-14900K,16.0,openfoam,Seconds (Average),1780,39
1317,1440,AMD Ryzen 9 7950X3D 16-Core,27.0,openfoam,Seconds (Average),1929,125
1318,1441,AMD Ryzen 7 9800X3D 8-Core,14.0,openfoam,Seconds (Average),1987,31
1319,1442,AMD Ryzen 9 7900X3D 12-Core,21.0,openfoam,Seconds (Average),2013,121
1320,1443,AMD EPYC 4584PX 16-Core,4.0,openfoam,Seconds (Average),2040,2040
1321,1444,Intel Core i5-14500,4.0,openfoam,Seconds (Average),2061,2061
1322,1445,AMD Ryzen 9 9950X 16-Core,23.0,openfoam,Seconds (Average),2072,54
1323,1446,Intel Xeon Silver 4216,3.0,openfoam,Seconds (Average),2076,2076
1324,1448,AMD Ryzen 7 7800X3D 8-Core,29.0,openfoam,Seconds (Average),2114,176
1325,1449,AMD Ryzen 9 9900X 12-Core,9.0,openfoam,Seconds (Average),2114,64
1326,1450,AMD EPYC 4484PX 12-Core,4.0,openfoam,Seconds (Average),2124,2124
1327,1451,Intel Core i5-13600K,9.0,openfoam,Seconds (Average),2144,13
1328,1452,Intel Core i5-14600K,11.0,openfoam,Seconds (Average),2166,19
1329,1453,AMD Ryzen 9 7950X 16-Core,22.0,openfoam,Seconds (Average),2197,137
1330,1454,Intel Xeon E E-2488,8.0,openfoam,Seconds (Average),2222,42
1331,1455,AMD Ryzen 9 7900X 12-Core,30.0,openfoam,Seconds (Average),2311,166
1332,1456,Intel Core i5-13400,3.0,openfoam,Seconds (Average),2342,2342
1333,1457,AMD Ryzen 9 7900 12-Core,23.0,openfoam,Seconds (Average),2367,163
1334,1458,AMD EPYC 4564P 16-Core,5.0,openfoam,Seconds (Average),2370,42
1335,1459,AMD Ryzen 7 9700X 8-Core,10.0,openfoam,Seconds (Average),2401,2
1336,1460,AMD EPYC 4464P 12-Core,3.0,openfoam,Seconds (Average),2408,2408
1337,1461,AMD Ryzen 5 9600X 6-Core,10.0,openfoam,Seconds (Average),2497,7
1338,1462,2 x Intel Xeon E5-2670 0,3.0,openfoam,Seconds (Average),2507,344
1339,1463,AMD Ryzen 7 8700G,5.0,openfoam,Seconds (Average),2551,2551
1340,1464,Intel Core i3-14100,5.0,openfoam,Seconds (Average),2644,2644
1341,1465,AMD Ryzen 5 8400F 6-Core,4.0,openfoam,Seconds (Average),2654,2654
1342,1466,AMD Ryzen AI 9 HX 370,4.0,openfoam,Seconds (Average),2656,12
1343,1467,AMD Ryzen 7 7700X 8-Core,18.0,openfoam,Seconds (Average),2658,153
1344,1468,AMD Ryzen 5 8600G,5.0,openfoam,Seconds (Average),2664,6
1345,1469,AMD Ryzen 7 7700 8-Core,15.0,openfoam,Seconds (Average),2678,141
1346,1470,AMD Ryzen 5 7600 6-Core,6.0,openfoam,Seconds (Average),2767,156
1347,1471,AMD EPYC 4344P 8-Core,3.0,openfoam,Seconds (Average),2781,2781
1348,1472,Intel Core i5-14400F,5.0,openfoam,Seconds (Average),2802,2802
1349,1473,AMD Ryzen 5 7600X 6-Core,19.0,openfoam,Seconds (Average),2812,189
1350,1474,AMD EPYC 4364P 8-Core,4.0,openfoam,Seconds (Average),2853,50
1351,1475,AMD EPYC 4244P 6-Core,3.0,openfoam,Seconds (Average),2945,2945
1352,1476,Intel Core i7-1280P,3.0,openfoam,Seconds (Average),2978,4
1353,1477,AMD EPYC 4124P 4-Core,4.0,openfoam,Seconds (Average),3662,33
1354,1478,AMD Ryzen 7 5800X3D 8-Core,13.0,openfoam,Seconds (Average),3847,249
1355,1479,Intel Core i9-11900K,3.0,openfoam,Seconds (Average),4378,13
1356,1480,AMD Ryzen 9 5900X 12-Core,7.0,openfoam,Seconds (Average),4394,395
1357,1481,AMD Ryzen 5 5600X 6-Core,5.0,openfoam,Seconds (Average),4540,205
1358,1482,AMD Ryzen 7 5800X 8-Core,8.0,openfoam,Seconds (Average),4636,397
1359,1483,AMD Ryzen 5 5500,6.0,openfoam,Seconds (Average),4765,144
1360,1484,Intel Xeon E-2388G,10.0,openfoam,Seconds (Average),5761,13
1361,1485,AMD Ryzen 7 PRO 5850U,3.0,openfoam,Seconds (Average),5837,3
1362,1486,Intel Xeon E-2336,5.0,openfoam,Seconds (Average),5886,7
1363,1487,AMD EPYC 9755 128-Core,4.0,openradioss,Seconds (Average),16,16
1364,1488,AMD Ryzen Threadripper PRO 9995WX 96-Cores,9.0,openradioss,Seconds (Average),16,16
1365,1489,AMD Ryzen Threadripper 9980X 64-Cores,13.0,openradioss,Seconds (Average),17,17
1366,1490,AMD EPYC 9965 192-Core,7.0,openradioss,Seconds (Average),19,19
1367,1491,AMD EPYC 9655P 96-Core,8.0,openradioss,Seconds (Average),20,20
1368,1492,2 x AMD EPYC 9965 192-Core,8.0,openradioss,Seconds (Average),20,20
1369,1493,AMD Ryzen Threadripper 7980X 64-Cores,18.0,openradioss,Seconds (Average),22,1
1370,1494,AMD Ryzen Threadripper 9970X 32-Cores,8.0,openradioss,Seconds (Average),22,1
1371,1495,2 x Intel Xeon 6980P,5.0,openradioss,Seconds (Average),22,1
1372,1496,Intel Xeon 6980P,11.0,openradioss,Seconds (Average),23,2
1373,1497,AMD EPYC 9754 128-Core,4.0,openradioss,Seconds (Average),24,24
1374,1498,AMD Ryzen Threadripper 7970X 32-Cores,12.0,openradioss,Seconds (Average),27,27
1375,1499,2 x Intel Xeon Max 9468,8.0,openradioss,Seconds (Average),31,1
1376,1500,2 x AMD EPYC 7773X 64-Core,13.0,openradioss,Seconds (Average),33,1
1377,1502,AMD Ryzen Threadripper PRO 5965WX 24-Cores,6.0,openradioss,Seconds (Average),39,1
1378,1503,AMD Ryzen 9 9950X3D 16-Core,18.0,openradioss,Seconds (Average),40,40
1379,1504,Intel Core Ultra 9 285K,12.0,openradioss,Seconds (Average),41,1
1380,1505,AMD EPYC 4585PX 16-Core,29.0,openradioss,Seconds (Average),43,43
1381,1506,AMD Ryzen 9 9950X 16-Core,11.0,openradioss,Seconds (Average),45,45
1382,1507,AMD Ryzen Threadripper 3990X 64-Core,5.0,openradioss,Seconds (Average),46,2
1383,1508,AMD RYZEN AI MAX+ 395,8.0,openradioss,Seconds (Average),46,1
1384,1509,AMD Ryzen 9 9900X3D 12-Core,12.0,openradioss,Seconds (Average),47,47
1385,1510,AMD EPYC 4584PX 16-Core,10.0,openradioss,Seconds (Average),48,48
1386,1511,AMD EPYC 4565P 16-Core,22.0,openradioss,Seconds (Average),49,1
1387,1512,AMD Ryzen 9 9900X 12-Core,8.0,openradioss,Seconds (Average),50,50
1388,1513,AMD EPYC 4564P 16-Core,10.0,openradioss,Seconds (Average),51,51
1389,1515,AMD EPYC 4545P 16-Core,9.0,openradioss,Seconds (Average),53,53
1390,1516,Intel Core Ultra 5 245K,6.0,openradioss,Seconds (Average),55,55
1391,1517,AMD RYZEN AI MAX+ PRO 395,17.0,openradioss,Seconds (Average),55,3
1392,1518,AMD Ryzen AI MAX+ PRO 395,3.0,openradioss,Seconds (Average),55,55
1393,1519,AMD EPYC 4484PX 12-Core,6.0,openradioss,Seconds (Average),57,57
1394,1521,AMD EPYC 4465P 12-Core,4.0,openradioss,Seconds (Average),58,58
1395,1522,AMD Ryzen 7 9800X3D 8-Core,9.0,openradioss,Seconds (Average),59,59
1396,1523,Intel Core i9-14900K,6.0,openradioss,Seconds (Average),62,2
1397,1524,AMD EPYC 7601 32-Core,9.0,openradioss,Seconds (Average),62,1
1398,1525,AMD RYZEN AI MAX PRO 390,9.0,openradioss,Seconds (Average),63,3
1399,1526,AMD EPYC 4464P 12-Core,7.0,openradioss,Seconds (Average),63,63
1400,1527,AMD Ryzen 7 9700X 8-Core,6.0,openradioss,Seconds (Average),69,69
1401,1528,AMD EPYC 4345P 8-Core,14.0,openradioss,Seconds (Average),71,71
1402,1529,Intel Core i9-10980XE,3.0,openradioss,Seconds (Average),79,79
1403,1530,AMD EPYC 4364P 8-Core,6.0,openradioss,Seconds (Average),80,1
1404,1531,AMD EPYC 4344P 8-Core,5.0,openradioss,Seconds (Average),81,81
1405,1532,Intel Xeon 6369P,22.0,openradioss,Seconds (Average),82,6
1406,1533,AMD EPYC 4245P 6-Core,4.0,openradioss,Seconds (Average),86,86
1407,1534,AMD Ryzen 5 9600X 6-Core,5.0,openradioss,Seconds (Average),87,87
1408,1536,AMD Ryzen 7 5800X3D 8-Core,8.0,openradioss,Seconds (Average),95,1
1409,1537,AMD EPYC 4244P 6-Core,6.0,openradioss,Seconds (Average),99,99
1410,1538,AMD Ryzen AI 9 365,10.0,openradioss,Seconds (Average),109,6
1411,1539,AMD Ryzen AI 9 HX 370,8.0,openradioss,Seconds (Average),109,6
1412,1540,Intel Xeon Silver 4216,4.0,openradioss,Seconds (Average),110,110
1413,1541,AMD Ryzen 7 7840HS,5.0,openradioss,Seconds (Average),111,6
1414,1542,AMD EPYC 7F32 8-Core,8.0,openradioss,Seconds (Average),113,2
1415,1543,Intel Core Ultra 7 256V,8.0,openradioss,Seconds (Average),119,7
1416,1544,Intel Core Ultra 7 258V,9.0,openradioss,Seconds (Average),130,3
1417,1545,AMD Ryzen 7 7840U,7.0,openradioss,Seconds (Average),138,18
1418,1546,AMD EPYC 4124P 4-Core,10.0,openradioss,Seconds (Average),140,1
1419,1547,AMD Ryzen AI 5 340,13.0,openradioss,Seconds (Average),151,15
1420,1548,AMD Ryzen AI 7 PRO 360,8.0,openradioss,Seconds (Average),157,18
1421,1549,AMD Ryzen 7 PRO 6850U,3.0,openradioss,Seconds (Average),161,161
1422,1550,Intel Core Ultra 7 155H,6.0,openradioss,Seconds (Average),165,6
1423,1551,AMD Ryzen 9 5900HX,5.0,openradioss,Seconds (Average),166,12
1424,1552,Intel Core i7-5960X,4.0,openradioss,Seconds (Average),176,3
1425,1553,AMD Ryzen 7 4700U,5.0,openradioss,Seconds (Average),208,8
1426,1554,Intel Core i7-1185G7,7.0,openradioss,Seconds (Average),247,2
1427,1555,Intel Core i7-1165G7,5.0,openradioss,Seconds (Average),258,3
1428,1556,Intel Core i5-1334U,4.0,openradioss,Seconds (Average),354,19
1429,1557,Intel Core Ultra 9 285K,15.0,pybench,Milliseconds (Average),373,27
1430,1558,Intel Core Ultra 5 245K,9.0,pybench,Milliseconds (Average),383,2
1431,1559,Intel Core i9-14900K,34.0,pybench,Milliseconds (Average),387,16
1432,1560,AMD Ryzen 9 9950X3D 16-Core,19.0,pybench,Milliseconds (Average),395,17
1433,1561,AMD Ryzen 9 9900X 12-Core,13.0,pybench,Milliseconds (Average),398,7
1434,1562,AMD Ryzen 7 9700X 8-Core,13.0,pybench,Milliseconds (Average),400,15
1435,1563,AMD EPYC 4585PX 16-Core,6.0,pybench,Milliseconds (Average),409,1
1436,1564,AMD Ryzen 9 9900X3D 12-Core,10.0,pybench,Milliseconds (Average),412,3
1437,1565,AMD Ryzen 9 9950X 16-Core,30.0,pybench,Milliseconds (Average),413,33
1438,1566,AMD Ryzen 5 9600X 6-Core,17.0,pybench,Milliseconds (Average),414,19
1439,1567,AMD Ryzen 7 9800X3D 8-Core,13.0,pybench,Milliseconds (Average),417,2
1440,1568,Intel Xeon E E-2488,5.0,pybench,Milliseconds (Average),428,30
1441,1569,Intel Core i5-14600K,17.0,pybench,Milliseconds (Average),432,6
1442,1572,Intel Core i9-13900K,48.0,pybench,Milliseconds (Average),452,45
1443,1573,AMD RYZEN AI MAX+ 395,11.0,pybench,Milliseconds (Average),454,40
1444,1574,AMD RYZEN AI MAX+ PRO 395,18.0,pybench,Milliseconds (Average),454,25
1445,1575,Intel Core i5-14500,11.0,pybench,Milliseconds (Average),457,4
1446,1576,AMD Ryzen AI 5 340,9.0,pybench,Milliseconds (Average),460,5
1447,1577,Intel Core i3-14100,11.0,pybench,Milliseconds (Average),488,5
1448,1578,Intel Core i5-12600,5.0,pybench,Milliseconds (Average),495,4
1449,1579,Intel Core Ultra 7 258V,13.0,pybench,Milliseconds (Average),495,13
1450,1580,Intel Core i5-14400F,9.0,pybench,Milliseconds (Average),499,20
1451,1581,AMD EPYC 9655P 96-Core,5.0,pybench,Milliseconds (Average),503,27
1452,1582,Intel Core i5-13600K,18.0,pybench,Milliseconds (Average),504,27
1453,1583,AMD EPYC 4364P 8-Core,4.0,pybench,Milliseconds (Average),528,3
1454,1584,AMD EPYC 4564P 16-Core,5.0,pybench,Milliseconds (Average),534,1
1455,1585,Intel Core i5-12600K,28.0,pybench,Milliseconds (Average),535,8
1456,1586,2 x AMD EPYC 9755 128-Core,28.0,pybench,Milliseconds (Average),539,29
1457,1587,Intel Core i5-13400,7.0,pybench,Milliseconds (Average),545,40
1458,1588,AMD Ryzen 7 8700G,17.0,pybench,Milliseconds (Average),550,4
1459,1589,AMD EPYC 4124P 4-Core,4.0,pybench,Milliseconds (Average),551,3
1460,1590,AMD Ryzen 5 7600X 6-Core,30.0,pybench,Milliseconds (Average),556,28
1461,1591,AMD Ryzen 5 8600G,18.0,pybench,Milliseconds (Average),561,23
1462,1592,AMD Ryzen 9 7900X 12-Core,36.0,pybench,Milliseconds (Average),562,30
1463,1593,AMD Ryzen 7 7700X 8-Core,38.0,pybench,Milliseconds (Average),564,37
1464,1594,AMD Ryzen 9 7950X 16-Core,74.0,pybench,Milliseconds (Average),568,51
1465,1595,AMD Ryzen 7 7700 8-Core,26.0,pybench,Milliseconds (Average),570,31
1466,1596,AMD EPYC 4584PX 16-Core,4.0,pybench,Milliseconds (Average),571,571
1467,1597,AMD Ryzen Threadripper 7970X 32-Cores,5.0,pybench,Milliseconds (Average),573,22
1468,1598,Intel Core Ultra 7 155H,29.0,pybench,Milliseconds (Average),576,19
1469,1599,AMD Ryzen Z1 Extreme,9.0,pybench,Milliseconds (Average),577,50
1470,1600,AMD EPYC 9755 128-Core,8.0,pybench,Milliseconds (Average),583,2
1471,1601,AMD Ryzen 7 7840U,24.0,pybench,Milliseconds (Average),584,35
1472,1602,Intel Core i5-12400,18.0,pybench,Milliseconds (Average),589,9
1473,1603,2 x AMD EPYC 9965 192-Core,8.0,pybench,Milliseconds (Average),589,45
1474,1604,AMD Ryzen 7 7840HS,15.0,pybench,Milliseconds (Average),589,21
1475,1605,AMD Ryzen 9 7950X3D 16-Core,34.0,pybench,Milliseconds (Average),593,56
1476,1606,AMD Ryzen 5 8400F 6-Core,7.0,pybench,Milliseconds (Average),594,2
1477,1607,AMD Ryzen 9 7900X3D 12-Core,26.0,pybench,Milliseconds (Average),594,61
1478,1608,AMD Ryzen 9 7900 12-Core,24.0,pybench,Milliseconds (Average),599,79
1479,1609,AMD Ryzen 5 7600 6-Core,14.0,pybench,Milliseconds (Average),602,29
1480,1610,AMD EPYC 4484PX 12-Core,4.0,pybench,Milliseconds (Average),602,602
1481,1611,AMD Ryzen 7 PRO 7840U,14.0,pybench,Milliseconds (Average),603,62
1482,1612,AMD Ryzen 7 8845HS,5.0,pybench,Milliseconds (Average),615,21
1483,1613,Intel Xeon Platinum 8480+,5.0,pybench,Milliseconds (Average),619,41
1484,1614,Intel Core i5-1334U,15.0,pybench,Milliseconds (Average),623,48
1485,1615,AMD Ryzen 7 7800X3D 8-Core,22.0,pybench,Milliseconds (Average),632,75
1486,1616,2 x Intel Xeon 6980P,12.0,pybench,Milliseconds (Average),659,1
1487,1617,Intel Xeon 6980P,6.0,pybench,Milliseconds (Average),660,660
1488,1618,Intel Core i7-11700K,13.0,pybench,Milliseconds (Average),682,21
1489,1619,INTEL XEON PLATINUM 8592+,4.0,pybench,Milliseconds (Average),689,5
1490,1620,Intel Core i9-11900K,38.0,pybench,Milliseconds (Average),689,71
1491,1621,Intel Core Ultra 7 165U,4.0,pybench,Milliseconds (Average),689,689
1492,1622,2 x INTEL XEON PLATINUM 8592+,4.0,pybench,Milliseconds (Average),689,7
1493,1623,Intel Core i5-11600K,10.0,pybench,Milliseconds (Average),697,15
1494,1624,Intel Xeon Max 9480,5.0,pybench,Milliseconds (Average),701,56
1495,1625,AMD Ryzen 5 5600X 6-Core,51.0,pybench,Milliseconds (Average),704,86
1496,1626,Intel Xeon E-2388G,11.0,pybench,Milliseconds (Average),705,58
1497,1627,Intel Xeon E-2336,9.0,pybench,Milliseconds (Average),707,3
1498,1628,Intel Core i7-11700B,4.0,pybench,Milliseconds (Average),721,5
1499,1629,AMD Ryzen 7 5700G,16.0,pybench,Milliseconds (Average),734,47
1500,1630,AMD Ryzen 7 PRO 6850U,29.0,pybench,Milliseconds (Average),735,71
1501,1631,2 x AMD EPYC 9374F 32-Core,5.0,pybench,Milliseconds (Average),736,3
1502,1632,2 x Intel Xeon Max 9480,13.0,pybench,Milliseconds (Average),738,65
1503,1633,AMD EPYC 9374F 32-Core,4.0,pybench,Milliseconds (Average),740,5
1504,1634,AMD Ryzen 7 5800X 8-Core,77.0,pybench,Milliseconds (Average),754,58
1505,1635,AMD Ryzen 9 5900X 12-Core,75.0,pybench,Milliseconds (Average),759,102
1506,1636,2 x Intel Xeon Platinum 8490H,15.0,pybench,Milliseconds (Average),765,37
1507,1637,Intel Xeon Platinum 8490H,7.0,pybench,Milliseconds (Average),765,5
1508,1638,AMD Ryzen 9 5900HX,20.0,pybench,Milliseconds (Average),766,41
1509,1639,AMD Ryzen 9 5950X 16-Core,123.0,pybench,Milliseconds (Average),771,112
1510,1640,AMD Ryzen 7 5800X3D 8-Core,32.0,pybench,Milliseconds (Average),776,90
1511,1641,Intel Celeron G6900,15.0,pybench,Milliseconds (Average),797,56
1512,1642,AMD Ryzen 5 5500,14.0,pybench,Milliseconds (Average),798,39
1513,1643,AMD Ryzen 7 5800U,12.0,pybench,Milliseconds (Average),817,30
1514,1644,AMD Ryzen 5 PRO 6650U,4.0,pybench,Milliseconds (Average),830,41
1515,1645,Intel Core i9-10850K,10.0,pybench,Milliseconds (Average),833,105
1516,1647,2 x AMD EPYC 9554 64-Core,9.0,pybench,Milliseconds (Average),845,1
1517,1648,AMD Ryzen 7 3800XT 8-Core,4.0,pybench,Milliseconds (Average),847,38
1518,1650,AMD EPYC 9554 64-Core,9.0,pybench,Milliseconds (Average),849,849
1519,1651,AMD EPYC 9654 96-Core,11.0,pybench,Milliseconds (Average),852,17
1520,1652,2 x AMD EPYC 9654 96-Core,36.0,pybench,Milliseconds (Average),852,72
1521,1653,AMD EPYC 75F3 32-Core,10.0,pybench,Milliseconds (Average),855,21
1522,1654,2 x AMD EPYC 73F3 16-Core,6.0,pybench,Milliseconds (Average),857,19
1523,1655,AMD EPYC 73F3 16-Core,6.0,pybench,Milliseconds (Average),859,18
1524,1656,Intel Core i5-10600K,18.0,pybench,Milliseconds (Average),865,99
1525,1657,AMD EPYC 72F3 8-Core,10.0,pybench,Milliseconds (Average),870,84
1526,1658,2 x AMD EPYC 75F3 32-Core,27.0,pybench,Milliseconds (Average),872,39
1527,1659,AMD Ryzen 7 PRO 5850U,74.0,pybench,Milliseconds (Average),884,125
1528,1660,AMD Ryzen 9 3900XT 12-Core,9.0,pybench,Milliseconds (Average),897,27
1529,1661,Intel Core i7-8086K,30.0,pybench,Milliseconds (Average),899,112
1530,1662,Intel Core i9-9900K,51.0,pybench,Milliseconds (Average),899,134
1531,1663,AMD Ryzen 5 PRO 4650G,8.0,pybench,Milliseconds (Average),927,7
1532,1664,Intel Core i7-7900X,5.0,pybench,Milliseconds (Average),929,26
